userId,displayName,userUrl,joinDate,joinTime,comp_tier,dataset_tier,notebook_tier,discuss_tier,final_tier,comp_currentRanking,dataset_currentRanking,notebook_currentRanking,discuss_currentRanking,comp_points,dataset_points,notebook_points,discuss_points,comp_GoldMedals,comp_SilverMedals,comp_BronzeMedals,dataset_GoldMedals,dataset_SilverMedals,dataset_BronzeMedals,notebook_GoldMedals,notebook_SilverMedals,notebook_BronzeMedals,discuss_GoldMedals,discuss_SilverMedals,discuss_BronzeMedals
0,0,0,0,Unranked,Unranked,3,Unranked,Unranked,3,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,2,Unranked,Unranked,2,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,3,Unranked,Unranked,3,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,2,Unranked,Unranked,2,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,3,Unranked,Unranked,3,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,2,Unranked,Unranked,2,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,3,Unranked,Unranked,3,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,2,Unranked,Unranked,2,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,3,Unranked,Unranked,3,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,2,Unranked,Unranked,2,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,3,Unranked,Unranked,3,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,2,Unranked,Unranked,2,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,3,Unranked,Unranked,3,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,2,Unranked,Unranked,2,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,3,Unranked,Unranked,3,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,2,Unranked,Unranked,2,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,3,Unranked,Unranked,3,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,2,Unranked,Unranked,2,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,3,Unranked,Unranked,3,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,2,Unranked,Unranked,2,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,3,Unranked,Unranked,3,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,2,Unranked,Unranked,2,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,3,Unranked,Unranked,3,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,2,Unranked,Unranked,2,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,3,Unranked,Unranked,3,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,2,Unranked,Unranked,2,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,3,Unranked,Unranked,3,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,2,Unranked,Unranked,2,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,3,Unranked,Unranked,3,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,2,Unranked,Unranked,2,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,3,Unranked,Unranked,3,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,2,Unranked,Unranked,2,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,3,Unranked,Unranked,3,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,2,Unranked,Unranked,2,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,3,Unranked,Unranked,3,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,2,Unranked,Unranked,2,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,3,Unranked,Unranked,3,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
0,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,0,Unranked,Unranked,Unranked,Unranked,Unranked,0,0,0,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked
